,step,entity,name,id,model,dataset,subset,initial_model,project,exit_condition,metric,seed,dev,test,range_from,range_to
766,4,szegedai-semantics,light-star-161,i4mczwpb,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.888,0.871,3,4
767,5,szegedai-semantics,light-star-161,i4mczwpb,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.888,0.871,5,6
768,6,szegedai-semantics,light-star-161,i4mczwpb,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.882,0.867,2,3
769,7,szegedai-semantics,light-star-161,i4mczwpb,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.851,0.839,0,1
770,8,szegedai-semantics,light-star-161,i4mczwpb,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.818,0.81,0,1
771,9,szegedai-semantics,light-star-161,i4mczwpb,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.815,0.803,2,3
772,10,szegedai-semantics,light-star-161,i4mczwpb,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.784,0.776,1,2
773,0,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.935,0.906,16,17
774,1,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.932,0.883,16,17
775,2,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.935,0.908,16,17
776,3,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.948,0.901,4,5
777,4,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.931,0.913,8,9
778,5,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.923,0.879,18,19
779,6,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.936,0.881,15,16
780,7,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.925,0.905,2,3
781,8,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.929,0.899,15,16
782,9,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.928,0.913,3,4
783,10,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.925,0.887,8,9
784,11,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.918,0.876,1,2
785,12,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.892,0.867,7,8
786,13,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.891,0.865,10,11
787,14,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.868,0.845,3,4
788,15,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.882,0.864,8,9
789,16,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.889,0.85,1,2
790,17,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.874,0.846,6,7
791,18,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.855,0.826,4,5
792,19,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.855,0.813,3,4
793,20,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.84,0.797,3,4
794,21,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.81,0.797,1,2
795,22,szegedai-semantics,lively-yogurt-160,0nw90h1m,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.806,0.818,1,2
796,0,szegedai-semantics,stellar-hill-158,v3dlzmfu,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.899,0.882,4,5
797,1,szegedai-semantics,stellar-hill-158,v3dlzmfu,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.884,0.852,4,5
798,2,szegedai-semantics,stellar-hill-158,v3dlzmfu,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.86,0.834,3,4
799,3,szegedai-semantics,stellar-hill-158,v3dlzmfu,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.829,0.815,0,1
800,4,szegedai-semantics,stellar-hill-158,v3dlzmfu,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.798,0.791,0,1
801,0,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.971,0.937,4,5
802,1,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.97,0.938,7,8
803,2,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.97,0.937,8,9
804,3,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.969,0.937,8,9
805,4,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.969,0.936,6,7
806,5,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.967,0.935,5,6
807,6,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.963,0.929,5,6
808,7,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.957,0.921,3,4
809,8,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.948,0.917,3,4
810,9,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.923,0.899,2,3
811,10,szegedai-semantics,giddy-violet-157,v2v2krme,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.883,0.865,1,2
812,0,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.798,0.777,2,3
813,1,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.796,0.776,9,10
814,2,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.814,0.793,3,4
815,3,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.831,0.813,6,7
816,4,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.822,0.807,0,1
817,5,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.832,0.811,4,5
818,6,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.817,0.805,1,2
819,7,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.816,0.798,1,2
820,8,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.813,0.797,2,3
821,9,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.823,0.802,1,2
822,10,szegedai-semantics,mild-valley-156,iu5qtbbv,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.77,0.765,0,1
823,0,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.828,0.803,5,6
824,1,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.871,0.854,2,3
825,2,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.89,0.87,2,3
826,3,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.898,0.877,5,6
827,4,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.89,0.87,6,7
828,5,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.884,0.86,4,5
829,6,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.878,0.851,2,3
830,7,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.885,0.853,2,3
831,8,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.862,0.842,2,3
832,9,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.855,0.834,2,3
833,10,szegedai-semantics,earnest-fire-154,ue8f3sgg,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.595,0.554,0,1
834,0,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.925,0.92,8,9
835,1,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.93,0.913,1,2
836,2,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.926,0.89,4,5
837,3,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.919,0.903,5,6
838,4,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.901,0.884,7,8
839,5,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.905,0.877,6,7
840,6,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.887,0.867,5,6
841,7,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.828,0.819,2,3
842,8,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.825,0.821,2,3
843,9,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.814,0.818,1,2
844,10,szegedai-semantics,feasible-cloud-152,87npfc2o,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.811,0.824,1,2
845,0,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.917,0.872,10,11
846,1,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.924,0.893,7,8
847,2,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.915,0.87,9,10
848,3,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.901,0.875,8,9
849,4,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.893,0.853,4,5
850,5,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.883,0.859,0,1
851,6,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.865,0.844,4,5
852,7,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.859,0.83,4,5
853,8,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.852,0.826,2,3
854,9,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.817,0.801,1,2
855,10,szegedai-semantics,robust-glade-150,z7anwlu9,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.812,0.8,0,1
856,0,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.932,0.92,2,3
857,1,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.915,0.905,1,2
858,2,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.925,0.901,5,6
859,3,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.918,0.895,8,9
860,4,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.915,0.904,6,7
861,5,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.888,0.9,6,7
862,6,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.873,0.87,2,3
863,7,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.835,0.816,3,4
864,8,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.831,0.813,3,4
865,9,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.809,0.806,1,2
866,10,szegedai-semantics,warm-bush-148,0wdccaeh,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.818,0.82,1,2
867,0,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.911,0.871,10,11
868,1,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.913,0.89,10,11
869,2,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.92,0.884,9,10
870,3,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.902,0.891,0,1
871,4,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.893,0.859,7,8
872,5,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.876,0.875,6,7
873,6,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.875,0.856,3,4
874,7,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.855,0.849,3,4
875,8,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.84,0.816,2,3
876,9,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.803,0.797,2,3
877,10,szegedai-semantics,still-paper-146,tbbbk2e3,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.81,0.814,1,2
878,0,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.927,0.886,23,24
879,1,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.937,0.89,5,6
880,2,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.931,0.888,18,19
881,3,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.931,0.879,19,20
882,4,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.937,0.897,19,20
883,5,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.941,0.902,3,4
884,6,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.931,0.897,4,5
885,7,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.925,0.881,10,11
886,8,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.928,0.889,11,12
887,9,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.918,0.876,10,11
888,10,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.919,0.876,13,14
889,11,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.901,0.859,4,5
890,12,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.905,0.876,10,11
891,13,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.89,0.872,1,2
892,14,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.893,0.866,3,4
893,15,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.881,0.852,1,2
894,16,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.881,0.831,5,6
895,17,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.856,0.831,6,7
896,18,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.843,0.816,4,5
897,19,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.828,0.835,0,1
898,20,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.812,0.816,2,3
899,21,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.808,0.821,2,3
900,22,szegedai-semantics,fresh-sky-144,440da5kp,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.804,0.824,0,1
901,0,szegedai-semantics,copper-planet-142,nieitte7,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.896,0.896,5,6
902,1,szegedai-semantics,copper-planet-142,nieitte7,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.88,0.872,4,5
903,2,szegedai-semantics,copper-planet-142,nieitte7,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.858,0.834,3,4
904,3,szegedai-semantics,copper-planet-142,nieitte7,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.82,0.818,0,1
905,4,szegedai-semantics,copper-planet-142,nieitte7,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.805,0.814,1,2
906,0,szegedai-semantics,copper-lion-141,l63zpprw,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.932,0.923,11,12
907,1,szegedai-semantics,copper-lion-141,l63zpprw,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.926,0.892,5,6
908,2,szegedai-semantics,copper-lion-141,l63zpprw,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.929,0.891,1,2
909,3,szegedai-semantics,copper-lion-141,l63zpprw,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.915,0.899,6,7
910,4,szegedai-semantics,copper-lion-141,l63zpprw,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.927,0.899,5,6
911,5,szegedai-semantics,copper-lion-141,l63zpprw,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.902,0.858,1,2
912,6,szegedai-semantics,copper-lion-141,l63zpprw,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.875,0.832,5,6
